7.248149812221527100e-02,9.275184869766235352e-01
6.156334280967712402e-02,9.384366869926452637e-01
1.985518261790275574e-02,9.801447987556457520e-01
4.314405471086502075e-02,9.568559527397155762e-01
1.006788294762372971e-02,9.899321198463439941e-01
2.142340131103992462e-02,9.785766005516052246e-01
2.408098243176937103e-02,9.759190082550048828e-01
5.568733066320419312e-02,9.443126916885375977e-01
1.162196472287178040e-01,8.837803602218627930e-01
3.270932137966156006e-01,6.729068160057067871e-01
5.098480582237243652e-01,4.901519715785980225e-01
9.452400803565979004e-01,5.475993081927299500e-02
9.623418450355529785e-01,3.765812888741493225e-02
9.859932065010070801e-01,1.400676649063825607e-02
9.889310002326965332e-01,1.106897555291652679e-02
9.906085133552551270e-01,9.391503408551216125e-03
9.767881631851196289e-01,2.321182936429977417e-02
9.711816310882568359e-01,2.881834469735622406e-02
9.705050587654113770e-01,2.949496544897556305e-02
9.298522472381591797e-01,7.014777511358261108e-02
8.605737090110778809e-01,1.394262611865997314e-01
7.116352915763854980e-01,2.883647084236145020e-01
6.619020700454711914e-01,3.380979299545288086e-01
3.321475088596343994e-01,6.678525209426879883e-01
1.547557413578033447e-01,8.452442288398742676e-01
2.462541162967681885e-01,7.537459135055541992e-01
1.244064792990684509e-01,8.755934834480285645e-01
2.185681164264678955e-01,7.814319133758544922e-01
1.666396409273147583e-01,8.333603739738464355e-01
1.554032415151596069e-01,8.445967435836791992e-01
1.687059700489044189e-01,8.312940597534179688e-01
4.090304076671600342e-01,5.909696221351623535e-01
5.415639281272888184e-01,4.584361016750335693e-01
9.811102151870727539e-01,1.888978108763694763e-02
9.654255509376525879e-01,3.457441926002502441e-02
9.901034235954284668e-01,9.896587580442428589e-03
9.900509119033813477e-01,9.949091821908950806e-03
9.872100353240966797e-01,1.278993487358093262e-02
9.770355820655822754e-01,2.296438813209533691e-02
9.840068817138671875e-01,1.599313318729400635e-02
9.609254598617553711e-01,3.907451406121253967e-02
9.014596939086914062e-01,9.854031354188919067e-02
5.337173342704772949e-01,4.662826955318450928e-01
7.596787810325622559e-01,2.403212189674377441e-01
5.984871387481689453e-01,4.015128910541534424e-01
4.922834038734436035e-02,9.507716894149780273e-01
5.135565996170043945e-02,9.486443400382995605e-01
8.682336658239364624e-02,9.131766557693481445e-01
8.608043938875198364e-02,9.139195680618286133e-01
1.298463940620422363e-01,8.701536059379577637e-01
4.175757244229316711e-02,9.582424163818359375e-01
8.252090215682983398e-01,1.747909784317016602e-01
3.196583092212677002e-01,6.803416609764099121e-01
6.452312469482421875e-01,3.547687828540802002e-01
9.085047841072082520e-01,9.149524569511413574e-02
9.692936539649963379e-01,3.070635907351970673e-02
9.818325042724609375e-01,1.816750690340995789e-02
9.921599626541137695e-01,7.840064354240894318e-03
9.898138642311096191e-01,1.018613949418067932e-02
9.911300539970397949e-01,8.869921788573265076e-03
9.866890311241149902e-01,1.331094186753034592e-02
9.681083559989929199e-01,3.189162537455558777e-02
9.184961915016174316e-01,8.150380104780197144e-02
5.588315129280090332e-01,4.411685466766357422e-01
3.798206746578216553e-01,6.201792955398559570e-01
4.627763107419013977e-02,9.537223577499389648e-01
3.025121986865997314e-01,6.974877715110778809e-01
1.350959092378616333e-01,8.649041056632995605e-01
6.229564920067787170e-02,9.377043247222900391e-01
8.751729130744934082e-02,9.124826788902282715e-01
8.776020258665084839e-02,9.122397899627685547e-01
7.813385128974914551e-02,9.218661189079284668e-01
4.394841194152832031e-02,9.560515880584716797e-01
8.296188712120056152e-02,9.170380830764770508e-01
1.821719557046890259e-01,8.178280591964721680e-01
4.635846018791198730e-01,5.364153981208801270e-01
9.332332611083984375e-01,6.676673144102096558e-02
9.682655930519104004e-01,3.173443302512168884e-02
9.894676208496093750e-01,1.053236518055200577e-02
9.924074411392211914e-01,7.592531386762857437e-03
9.902907609939575195e-01,9.709238074719905853e-03
9.884214997291564941e-01,1.157849747687578201e-02
9.737821221351623535e-01,2.621790207922458649e-02
9.658836126327514648e-01,3.411640599370002747e-02
9.419378638267517090e-01,5.806210637092590332e-02
6.300812363624572754e-01,3.699187934398651123e-01
7.844240665435791016e-01,2.155759185552597046e-01
1.351795047521591187e-01,8.648204803466796875e-01
9.108188748359680176e-02,9.089181423187255859e-01
1.390448361635208130e-01,8.609551787376403809e-01
5.473964661359786987e-02,9.452603459358215332e-01
1.526762098073959351e-01,8.473237752914428711e-01
7.373984158039093018e-02,9.262601733207702637e-01
1.147734597325325012e-01,8.852265477180480957e-01
6.335508078336715698e-02,9.366449117660522461e-01
1.213162094354629517e-01,8.786838054656982422e-01
2.629266083240509033e-01,7.370733618736267090e-01
7.287437915802001953e-01,2.712561786174774170e-01
9.471839070320129395e-01,5.281609669327735901e-02
9.761701822280883789e-01,2.382983826100826263e-02
9.866837859153747559e-01,1.331619825214147568e-02
9.904851913452148438e-01,9.514824487268924713e-03
9.932369589805603027e-01,6.763056851923465729e-03
9.908207058906555176e-01,9.179275482892990112e-03
9.802631735801696777e-01,1.973684318363666534e-02
9.698211550712585449e-01,3.017885237932205200e-02
9.389344453811645508e-01,6.106556206941604614e-02
6.385982632637023926e-01,3.614017069339752197e-01
6.653497219085693359e-01,3.346503078937530518e-01
